id	rtAllCriticsRating	rtAllCriticsNumReviews	rtAllCriticsNumFresh	rtAllCriticsScore	rtAudienceRating	rtAudienceNumRatings	rtAudienceScore
742	3.8	17	3	17	2.7	3249	40
743	3.2	30	2	6	2.5	4450	37
744	0	3	3	100	0	0	0
745	8.5	19	19	100	0	0	0
746	8.6	12	12	100	3.7	600	74
747	3.1	14	3	21	2.3	2070	35
748	6.3	27	18	66	2.9	2211	41
750	9	58	58	100	4.2	33662	94
751	6.4	11	9	81	4	200	79
753	6.2	17	12	70	3.1	914	44
754	6.2	8	4	50	0	0	0
755	6.6	5	5	100	0	0	0
756	6	5	4	80	0	0	0
757	6.6	69	54	78	3.6	2166	71
759	7.5	6	6	100	3.8	180	72
760	7.1	7	5	71	4	2247	87
761	0	0	0	0	0	0	0
762	3.4	34	4	11	2.4	5832	28
763	0	1	1	100	0	0	0
764	8.6	53	51	96	3.9	23608	91
765	4	29	5	17	3	11920	57
766	6.7	25	19	76	3.4	1521	68
767	5.9	14	7	50	3.4	297	56
769	\N	\N	\N	\N	\N	\N	\N
771	5.8	12	6	50	3.8	33	80
774	0	0	0	0	0	0	0
775	6.6	18	16	88	3.5	736	65
778	8.2	55	49	89	4	88351	92
779	3.9	28	2	7	2.7	1660	36
780	6.2	54	33	61	3.5	94416	75
781	5.9	47	25	53	3.5	5036	73
782	4.8	25	10	40	2.8	5593	37
783	8.3	9	9	100	0	0	0
784	5.4	54	28	51	2.8	27061	50
785	5.8	35	18	51	3.1	13950	63
786	4.9	44	15	34	2.8	10891	43
787	0	1	1	100	0	0	0
788	6	51	34	66	2.9	25286	50
789	\N	\N	\N	\N	\N	\N	\N
791	0	2	2	100	0	0	0
792	0	1	1	100	0	0	0
793	6.9	6	5	83	0	0	0
795	\N	\N	\N	\N	\N	\N	\N
796	0	1	0	0	0	0	0
798	4.7	27	6	22	2.8	7912	41
799	6.3	25	18	72	3.3	9928	70
800	0	4	0	0	0	0	0
801	5.1	29	13	44	2.6	3584	46
802	5.9	32	16	50	3	9166	62
803	7.1	21	18	85	3.6	674	67
804	5.8	48	29	60	2.9	3031	39
805	6.1	50	34	68	3.6	17074	83
806	6.6	25	19	76	3	598	46
807	6.8	17	13	76	3.6	158	63
808	4.9	78	29	37	3.2	4196	66
809	4.3	29	4	13	2.6	1281	26
810	2.5	25	1	4	1.8	3161	19
813	4.1	17	2	11	2.6	1363	28
814	0	1	1	100	0	0	0
815	\N	\N	\N	\N	\N	\N	\N
818	5.6	32	16	50	2.3	4591	26
820	7.8	11	10	90	3.4	201	47
821	0	1	0	0	3.1	38	50
823	7.1	9	8	88	3.9	566	83
824	0	0	0	0	0	0	0
827	3.5	7	2	28	0	0	0
828	4.8	15	4	26	2.6	1746	33
829	3.8	26	4	15	2.5	3311	43
830	5.4	32	13	40	3.2	9522	67
831	6.5	8	5	62	3.4	282	57
832	6.4	30	21	70	3.1	10364	61
833	5.9	127	83	65	3.6	80210	76
834	0	3	0	0	3	375	46
835	5.3	10	3	30	3.5	3071	67
836	4.1	31	4	12	2.7	6845	33
837	7.4	20	18	90	3.1	24214	65
838	0	0	0	0	0	0	0
839	3.4	33	4	12	3	12460	51
840	3.5	12	1	8	2.8	2789	44
841	8.2	42	41	97	4	785	86
842	3.2	27	4	14	2.6	3764	41
844	0	0	0	0	0	0	0
845	0	3	2	66	0	0	0
846	6.6	10	7	70	3.7	271	71
847	5	7	3	42	3.8	49	75
848	5.4	26	9	34	3.6	777	77
849	5.6	45	25	55	2.8	10054	41
850	6.5	11	8	72	0	0	0
851	0	0	0	0	0	0	0
852	6.5	48	33	68	2.9	6148	57
853	6.8	20	18	90	3.3	1554	63
858	9	66	66	100	4.4	172072	97
860	5.9	9	5	55	3.5	359	64
861	7.3	37	35	94	3.4	4064	69
862	5.8	21	13	61	3.4	477	55
864	5.1	151	56	37	2.9	189828	65
865	6.7	9	6	66	4.1	183	85
866	7.7	34	30	88	3.5	5521	80
867	2.4	10	0	0	2.6	1096	39
868	0	4	2	50	0	0	0
869	5.9	33	19	57	3	608	37
870	2.2	22	1	4	2.6	2183	39
872	8.1	5	4	80	0	0	0
875	5.1	23	6	26	3.1	5245	67
876	6	14	9	64	3.1	871	46
877	6.8	23	20	86	3.8	173	76
879	4.4	28	9	32	2.7	3098	36
880	4.3	31	7	22	2.4	5032	26
881	4	12	2	16	2.5	2541	37
882	6.4	23	17	73	3	521	35
884	0	0	0	0	0	0	0
885	6	33	19	57	3	17201	59
886	4.3	130	28	21	2.9	13789	50
887	0	3	2	66	0	0	0
888	0	4	2	50	0	0	0
889	5.6	189	89	47	2.8	55637	48
891	2.5	27	1	3	3.1	12571	56
892	6.8	30	21	70	3.7	1937	77
893	6.3	23	14	60	3.6	706	74
896	8.2	10	10	100	4	604	86
897	6.4	12	10	83	0	0	0
898	8.6	43	43	100	4.1	11465	92
899	9.2	44	44	100	3.9	28033	91
900	7.9	47	46	97	3.7	6926	77
901	7.6	22	19	86	3.7	8892	80
902	7.4	43	37	86	3.9	56438	91
903	8.6	54	53	98	4.1	28291	92
904	8.9	60	60	100	4.2	33508	95
905	8.7	32	31	96	4.1	7375	92
906	7.6	16	14	87	4	2391	89
907	7.8	8	8	100	0	0	0
908	9	58	58	100	4.2	23243	93
909	8.3	43	39	90	4.1	9116	93
910	8.9	40	39	97	4.1	23119	93
911	8.1	33	30	90	4.1	9173	92
912	9	58	56	96	4	66776	94
913	9	40	40	100	4	14452	90
914	8	36	34	94	3.7	27491	87
915	7.4	31	28	90	3.8	12812	87
916	8.2	43	42	97	4.1	17541	93
917	8.4	20	19	95	3.4	13643	81
918	8.4	24	24	100	3.8	7067	84
919	9.2	70	70	100	3.6	69148	82
920	8.7	62	60	96	3.9	62786	91
921	7.8	22	22	100	0	0	0
922	9.2	52	51	98	4.3	12588	95
923	9.4	54	54	100	4.1	33926	91
924	8.8	53	51	96	3.7	46687	86
925	0	0	0	0	0	0	0
926	9	54	54	100	4.2	10267	94
927	3.9	142	18	12	3	20081	41
928	8.7	36	36	100	0	0	0
929	7.9	28	26	92	3.7	1921	77
930	5.5	136	68	50	3.6	66668	66
931	7.3	30	26	86	3.8	4332	82
932	6.4	25	16	64	4	7962	88
933	8	32	31	96	0	0	0
934	5.8	29	21	72	3.2	22336	67
935	8.5	13	13	100	3.8	1257	79
936	8.3	23	23	100	4.1	1769	89
937	7.1	23	20	86	3.8	2060	80
938	7.1	27	20	74	3.7	5450	75
939	0	4	2	50	0	0	0
940	8.9	43	43	100	3.7	6404	84
941	7.1	66	54	81	3.3	31107	70
942	8.6	45	45	100	0	0	0
943	8.2	12	12	100	0	0	0
944	7.6	8	8	100	0	0	0
945	8.6	37	37	100	4	2908	89
946	8.7	34	33	97	4.2	1733	92
947	8.4	26	26	100	4.1	1789	90
948	7.7	35	34	97	3.9	5890	86
949	8.2	30	26	86	4	5957	90
950	8.5	26	26	100	4.2	3591	93
951	8.6	36	35	97	0	0	0
952	4.8	127	39	30	2.7	14038	45
953	8.7	54	51	94	4	35280	94
954	7.4	12	10	83	3.6	869	66
955	8.4	36	34	94	4	8722	90
956	7.4	15	14	93	3.7	1083	74
957	3	33	5	15	2.9	3493	48
958	5.5	5	3	60	3.2	263	52
959	6.9	9	7	77	0	0	0
960	0	3	2	66	0	0	0
961	7	5	4	80	0	0	0
963	6.8	8	7	87	0	0	0
964	6.5	6	4	66	0	0	0
965	8.8	32	31	96	3.8	5603	84
966	0	0	0	0	0	0	0
967	0	0	0	0	0	0	0
968	8.5	45	43	95	3.7	26113	85
969	8.7	29	29	100	3.8	6609	87
970	6.6	11	7	63	3.3	793	55
971	7.8	30	30	100	3.9	6600	91
972	6.3	6	5	83	3.1	883	44
973	7.2	13	11	84	0	0	0
974	9	70	69	98	4.4	4132	95
976	7.6	8	7	87	0	0	0
980	0	2	2	100	0	0	0
981	8.3	11	11	100	3.8	411	75
982	6.5	6	3	50	3.5	632	64
983	0	3	2	66	3.5	295	58
984	3.8	6	1	16	2.9	52	31
985	\N	\N	\N	\N	\N	\N	\N
986	7.1	32	27	84	3	5636	63
987	5.8	12	6	50	3.4	337	58
988	6.7	22	16	72	3.6	611	71
989	6.6	7	5	71	4.1	119	84
990	4.3	31	9	29	2.8	2236	38
991	6.8	44	34	77	3.6	4673	79
992	4.1	14	2	14	3	769	49
993	6.2	13	8	61	3.1	399	38
994	8	52	50	96	3.9	1944	84
996	5.1	30	11	36	3.1	8711	56
997	6.3	12	9	75	3.2	209	58
998	6	23	14	60	3.6	10301	86
999	6.1	52	32	61	3	3984	48
1000	4.3	12	2	16	3.4	441	62
1001	5.1	17	4	23	2.9	1259	52
1002	6.3	9	7	77	3.2	43	75
1003	6	31	17	54	2.9	2772	37
1004	3.4	24	3	12	2.7	2801	48
1005	3.7	14	2	14	2.8	9838	50
1006	4.5	24	3	12	3	1633	43
1007	6	8	4	50	3.2	2133	60
1008	0	4	4	100	0	0	0
1009	6	20	15	75	3.1	3761	60
1010	5.7	15	11	73	3.1	3795	63
1011	0	4	3	75	0	0	0
1012	7.7	17	16	94	3.3	6399	73
1013	7	34	27	79	3.1	41455	67
1014	7.4	11	9	81	3.3	3331	71
1015	6.5	22	19	86	3.2	15019	66
1016	4.4	103	28	27	2.9	41890	50
1017	6.7	17	14	82	3.3	3986	71
1018	3.8	14	1	7	2.5	2029	30
1019	7.7	24	22	91	3.2	7628	57
1020	6	30	22	73	3.4	35317	77
1021	0	1	1	100	0	0	0
1022	7.3	26	24	92	3.5	63946	76
1023	\N	\N	\N	\N	\N	\N	\N
1024	6.8	15	13	86	3.3	2192	62
1025	6	22	16	72	3.3	11900	68
1026	0	0	0	0	0	0	0
1027	5.2	27	15	55	3.4	30722	72
1028	8.2	37	37	100	3.5	44140	79
1029	8.4	31	30	96	3.3	32327	65
1030	4.6	20	10	50	3.1	7622	59
1031	6	28	17	60	3.3	15857	67
1032	6.5	22	18	81	3.3	37778	70
1033	6.6	22	15	68	3.4	24666	77
1034	6.4	35	26	74	3.4	4677	73
1035	7.7	47	38	80	3.6	72590	86
1036	8.1	50	47	94	3.9	99625	91
1037	4.9	19	9	47	0	0	0
1038	6.6	16	13	81	3.2	257	49
1039	5.4	6	1	16	0	0	0
1040	7.6	10	10	100	0	0	0
1041	8.6	34	32	94	4.1	3358	90
1042	7.1	50	46	92	3.2	14364	69
1043	4.7	27	4	14	2.9	1032	43
1044	5	17	5	29	3.4	1054	58
1045	0	2	0	0	0	0	0
1046	6.8	20	18	90	4.3	3357	91
1047	6.1	29	20	68	3.3	10833	69
1049	5.5	45	23	51	3.3	7987	71
1050	7.1	45	37	82	3.6	1885	73
1051	6.9	25	20	80	3.6	1441	78
1053	6	10	7	70	3	289	45
1054	7.5	38	33	86	3.5	1014	70
1055	3	27	0	0	2.6	692	24
1056	7.3	28	24	85	3.6	1931	71
1057	7.3	41	32	78	3.4	6964	63
1058	0	3	2	66	0	0	0
1059	0	0	0	0	0	0	0
1060	7.7	51	44	86	3.8	14060	89
1061	6.7	48	35	72	3.6	20694	81
1062	3.9	5	1	20	3.3	191	52
1063	7.9	54	48	88	3.9	103952	91
1064	4.4	9	2	22	0	0	0
1066	5.4	152	69	45	3	26935	63
1067	0	4	3	75	3.5	179	59
1068	7.7	12	10	83	3.5	577	72
1069	7.7	14	13	92	0	0	0
1070	5.7	9	5	55	3.4	169	55
1071	0	0	0	0	0	0	0
1073	7.5	29	26	89	0	0	0
1076	7.9	24	23	95	4	2095	85
1077	8	28	28	100	3.7	6718	80
1078	7	18	16	88	3.6	4533	73
1079	8	46	44	95	3.4	15157	77
1080	8.2	53	51	96	3.9	40453	91
1081	8	17	16	94	3.7	3624	82
1082	8.6	48	47	97	3.9	6006	89
1083	6.1	20	15	75	3.8	2175	81
1084	8.1	46	41	89	3.7	12684	84
1085	6.4	8	7	87	0	0	0
1086	7.2	26	21	80	3.9	9307	88
1087	0	0	0	0	0	0	0
1088	5.8	43	29	67	3.7	185439	88
1089	8.9	45	43	95	4.1	125757	93
1090	7.8	42	36	85	3.9	49655	91
1091	4.9	21	10	47	3	6596	57
1092	6	42	25	59	3.1	14326	64
1093	5.8	44	25	56	3.6	14440	80
1094	8.5	38	38	100	3.5	5761	76
1095	8.5	41	40	97	3.9	9083	87
1096	7.1	26	21	80	3.9	5468	87
1097	8.9	89	87	97	3.5	154405	65
1098	0	0	0	0	0	0	0
1099	0	0	0	0	0	0	0
1100	4.6	43	17	39	3	14585	59
1101	0	0	0	0	0	0	0
1102	0	0	0	0	0	0	0
1103	8.2	41	39	95	3.9	14558	87
1104	8.5	46	45	97	3.9	13151	88
1105	0	1	0	0	0	0	0
1107	4.2	94	23	24	2.6	5745	37
1111	8	29	28	96	4	1418	89
1112	6.2	11	7	63	3.3	334	58
1113	5.1	17	4	23	2.9	1259	52
1114	7	24	20	83	3.4	1110	65
1115	3.7	95	14	14	3.3	29842	62
1116	6.8	7	5	71	0	0	0
1117	6.8	6	4	66	4	1377	86
1119	7.4	179	141	78	3.2	24379	72
1120	7.7	53	46	86	3.3	7206	73
1121	0	4	0	0	0	0	0
1123	6.9	16	14	87	3.2	252	66
1124	7.5	21	19	90	3.7	4024	84
1125	6.6	16	14	87	0	0	0
1126	2.7	12	1	8	3.1	20039	72
1127	7.2	43	38	88	3.5	17381	78
1128	2.7	66	3	4	2.5	14642	35
1129	6.8	45	37	82	3.4	15629	72
1130	6.1	25	15	60	3.2	4849	61
1131	8	19	19	100	4.2	3691	94
1132	8.9	13	13	100	4.2	2871	91
1133	7.6	187	168	89	3.4	6162	72
1135	6.7	22	19	86	3	3377	57
1136	7.8	51	48	94	4.1	94032	94
1137	0	2	1	50	0	0	0
1138	0	4	3	75	0	0	0
1139	4.9	8	2	25	3.2	49	50
1140	4.8	6	3	50	3.7	176	67
1142	5.1	62	28	45	2.9	9761	51
1143	6.3	9	5	55	4	162	80
1144	0	2	2	100	0	0	0
1146	\N	\N	\N	\N	\N	\N	\N
1147	8.4	42	41	97	4.1	2489	91
1148	9.1	24	24	100	0	0	0
1149	\N	\N	\N	\N	\N	\N	\N
1150	8	9	9	100	0	0	0
1151	0	3	1	33	0	0	0
1152	7.6	6	5	83	0	0	0
1153	3.8	12	3	25	2.7	3041	32
1154	7.8	6	6	100	0	0	0
1156	0	2	2	100	0	0	0
1157	0	0	0	0	0	0	0
1161	7.3	12	9	75	4	2140	86
1162	7.2	11	9	81	3.9	956	85
1163	0	2	2	100	0	0	0
1164	8	29	27	93	3.8	1050	73
1167	3.6	33	4	12	2.6	883	26
1168	3.3	5	1	20	2.8	1122	41
1169	\N	\N	\N	\N	\N	\N	\N
1170	0	0	0	0	0	0	0
1171	7.5	34	34	100	3.5	1689	70
1172	7.9	56	50	89	4.4	21396	96
1173	7.3	37	33	89	3.9	5208	88
1174	6.8	6	3	50	3.3	124	60
1175	7.6	39	34	87	4.1	14805	91
1176	7.6	25	21	84	4.3	5676	92
1177	7.2	19	17	89	3.9	2525	80
1178	8.6	39	36	92	0	0	0
1179	7.9	38	34	89	3.4	2730	69
1180	7.1	12	11	91	3.7	154	74
1183	7.7	58	48	82	3.6	22977	82
1184	6.3	13	10	76	4.1	1443	91
1185	8.2	30	30	100	3.9	5875	90
1186	7.9	34	33	97	3.3	5946	73
1187	7.8	22	22	100	3.6	614	79
1188	0	0	0	0	0	0	0
1189	8.7	11	11	100	4	1805	89
1190	6.5	23	17	73	3.7	4683	79
1191	6.1	16	12	75	3.2	2102	62
1192	7.4	9	9	100	4	878	82
1193	8.8	50	48	96	4.2	61369	95
1194	5.1	16	7	43	3.6	11888	81
1196	8.6	71	69	97	4.1	146071	94
1197	8.2	44	42	95	4	116640	92
1198	0	0	0	0	0	0	0
1199	8.6	40	39	97	4.1	35162	89
1200	8.8	47	47	100	3.8	72406	90
1201	8.7	62	61	98	4	40790	93
1202	8.3	28	26	92	4.4	11574	95
1203	8.8	36	36	100	4.1	22784	95
1204	8.8	56	55	98	4.1	22451	91
1206	0	0	0	0	0	0	0
1207	8.8	39	38	97	3.8	19861	91
1208	8.8	61	60	98	4.1	67647	93
1209	9	48	47	97	4.3	18310	94
1210	6.7	63	49	77	4	137818	93
1211	8.5	39	38	97	4.4	9110	94
1212	9.1	57	57	100	4.3	13251	94
1213	8.8	58	56	96	4.3	124589	96
1214	0	0	0	0	0	0	0
1215	6.9	37	27	72	3.8	33240	85
1216	5.8	12	8	66	4.1	10653	92
1217	8.7	56	54	96	4.3	9990	94
1218	8.6	31	31	100	4	6079	91
1219	8.9	67	66	98	3.9	32475	90
1220	6.9	45	38	84	3.7	29786	89
1221	9.2	55	54	98	4.3	106035	96
1222	8.2	55	53	96	4	77926	93
1223	8.3	19	19	100	0	0	0
1224	8.2	32	32	100	4	3619	87
1225	8.6	69	66	95	3.9	24420	94
1226	8	34	31	91	4.1	6203	91
1227	8.4	29	27	93	4.2	25390	92
1228	9	54	53	98	4.1	33528	92
1230	8.8	46	45	97	3.9	27350	92
1231	8.6	30	29	96	3.9	5615	87
1232	8.2	16	16	100	4.5	6877	95
1233	9	36	36	100	4.1	11718	94
1234	8.1	45	41	91	4.1	16187	93
1235	7.6	38	32	84	4.2	15115	93
1236	4.6	100	27	27	2.9	11451	38
1237	9	46	43	93	4.3	12987	94
1238	8.8	30	30	100	4.1	2127	87
1240	5	251	80	31	3.4	267474	64
1241	7.4	20	17	85	3.8	16839	84
1242	7.9	40	37	92	4	13978	92
1243	6.3	27	18	66	4	4144	89
1244	8.6	43	42	97	4.1	14496	92
1245	8	51	46	90	4	14665	90
1246	7.2	49	42	85	3.8	56733	90
1247	8	44	39	88	3.7	22493	90
1248	0	0	0	0	0	0	0
1249	\N	\N	\N	\N	\N	\N	\N
1250	8.8	43	41	95	3.9	10774	90
1251	8.4	34	33	97	4.3	12375	92
1252	9.3	47	47	100	4.2	22995	92
1253	8	50	47	94	3.8	8999	86
1254	9	38	38	100	4.1	6732	90
1255	6.4	20	14	70	0	0	0
1256	8.9	35	33	94	4.1	7416	91
1257	7	21	17	80	3.7	11561	86
1258	7.8	45	39	86	4	91362	91
1259	7.8	34	32	94	0	0	0
1260	9	40	40	100	4.3	9191	94
1261	7.8	42	41	97	3.8	30657	86
1262	0	0	0	0	0	0	0
1263	8.3	44	40	90	4.1	27513	91
1264	8.1	41	39	95	4	1807	86
1265	7.9	52	50	96	3.3	34921	79
1266	8.5	56	54	96	4	27203	91
1267	8.6	48	47	97	3.9	6006	89
1268	6.7	31	25	80	3.4	5356	79
1269	7.6	21	19	90	4	9161	91
1270	8.4	54	52	96	3.8	126816	88
1271	6.5	22	18	81	3.7	24457	88
1272	8.2	36	35	97	4	8522	93
1273	7.4	24	21	87	4.3	6805	94
1274	7.3	34	30	88	4	33398	89
1275	5.9	29	19	65	3.5	18748	78
1276	8.8	44	44	100	4.1	17521	93
1277	6.9	12	10	83	3.8	668	81
1278	8.5	46	43	93	3.8	37773	91
1279	6.3	16	13	81	4	5592	91
1280	8.4	24	23	95	4.1	5193	92
1281	8.9	34	32	94	4.2	16082	93
1282	8.5	42	41	97	3.5	12184	77
1283	8.8	41	39	95	3.9	6074	87
1284	8.6	43	41	95	4.1	7772	91
1285	7.8	41	39	95	3.7	17025	82
1286	5.8	16	10	62	3.9	7602	88
1287	7.8	33	30	90	3.7	25817	80
1288	8.6	53	51	96	3.9	23608	91
1289	8	18	16	88	4.3	4109	91
1290	6.4	33	26	78	3.5	7505	78
1291	7.9	54	48	88	3.9	103952	91
1292	8.4	38	36	94	4.1	6371	91
1293	7.7	40	34	85	3.9	10562	91
1295	8.3	17	16	94	3.9	5178	84
1296	8.6	21	21	100	3.9	6394	85
1297	6.5	23	17	73	3.5	6720	78
1298	6.5	17	11	64	0	0	0
1299	8.1	33	30	90	4	6389	89
1300	7.9	28	28	100	4.1	2751	88
1301	8.1	36	35	97	3.8	4780	82
1302	7.7	45	41	91	3.4	16498	85
1303	8.6	20	19	95	4	3790	88
1304	8.1	42	38	90	3.9	17396	90
1305	8.2	25	25	100	4.2	6389	93
1306	6.5	12	10	83	4.1	1508	87
1307	7.8	47	43	91	3.5	47834	83
1310	7.5	6	6	100	3.9	430	85
1311	0	3	0	0	0	0	0
1312	6.3	21	14	66	3.1	264	48
1313	2.9	6	1	16	2.9	429	48
1314	0	0	0	0	0	0	0
1317	5.6	15	5	33	3.4	285	61
1318	0	2	0	0	3	1487	46
1320	5	39	15	38	3.1	30526	55
1321	7.5	43	38	88	3.4	18421	76
1322	2.3	7	1	14	0	0	0
1323	2.9	15	0	0	2.7	2070	32
1324	0	2	0	0	0	0	0
1325	0	1	0	0	0	0	0
1326	2.7	14	1	7	2.9	3306	47
1327	4.2	155	37	23	3.2	31070	64
1328	3.6	5	1	20	0	0	0
1329	6.4	15	10	66	3.4	1432	58
1330	0	3	0	0	0	0	0
1331	5.4	9	5	55	0	0	0
1332	0	3	0	0	0	0	0
1333	8	40	38	95	3.5	17449	80
1334	5.6	16	9	56	0	0	0
1335	2.6	6	0	0	0	0	0
1336	4.4	15	6	40	2.6	958	31
1337	8.9	36	36	100	3.6	3820	81
1339	7.7	42	39	92	3.6	8598	76
1340	8.9	39	39	100	3.7	4867	82
1341	5.2	8	3	37	3.1	927	45
1342	6.3	37	27	72	3	12889	58
1343	6.9	38	29	76	3.4	13943	74
1344	6.9	38	29	76	3.4	13943	74
1345	8	42	38	90	3.3	23161	70
1346	6.1	36	23	63	3	2400	46
1347	7.7	40	38	95	3.5	57452	78
1348	8.9	47	46	97	3.9	11264	86
1349	0	0	0	0	0	0	0
1350	7	32	27	84	3.5	17016	78
1351	6.1	31	19	61	3	951	36
1352	5.5	17	8	47	3	1198	42
1353	5.3	28	15	53	3.5	2549	72
1354	8	42	36	85	4.1	7949	91
1355	5.9	125	73	58	3.3	19774	70
1356	7.4	52	48	92	3.5	20013	84
1357	8	31	28	90	3.8	6087	89
1358	8.3	49	47	95	3.9	10557	91
1359	4	38	6	15	2.6	10937	42
1361	8.2	24	23	95	4.1	1701	90
1363	5.8	38	23	60	2.9	3793	54
1364	0	0	0	0	0	0	0
1365	7.3	17	13	76	3.8	979	83
1366	7.2	26	20	76	3.2	4752	64
1367	8	37	36	97	3.3	29711	63
1369	7.5	7	5	71	3.4	283	70
1370	8.1	50	47	94	3.9	99625	91
1371	5.8	31	15	48	3.1	14598	48
1372	6.8	46	38	82	3.5	13463	77
1373	4	41	9	21	2.8	11133	37
1374	7.8	40	36	90	3.7	18490	86
1375	6.4	38	29	76	3.3	13649	60
1376	6.8	37	31	83	3.5	14361	77
1377	6.5	46	36	78	3.3	65412	68
1378	4.6	25	10	40	3.5	11858	77
1379	4.9	16	6	37	3.2	7476	67
1380	6.7	54	45	83	3.7	176349	85
1381	6.7	54	45	83	3.7	176349	85
1382	3.2	9	2	22	0	0	0
1383	1.4	5	0	0	2.7	684	30
1384	6.1	10	6	60	3	189	26
1385	6.2	23	17	73	3	9661	60
1386	0	3	3	100	0	0	0
1387	8.8	37	37	100	3.5	63534	81
1388	8.8	37	37	100	3.5	63534	81
1389	2.9	24	3	12	2.5	15576	33
1390	5.2	38	19	50	3.2	1831	61
1391	5.8	56	28	50	2.8	24991	49
1392	6.8	24	19	79	3.5	998	72
1393	7.4	57	48	84	3.3	32601	72
1394	7.6	49	44	89	3.6	19379	82
1395	6.4	19	15	78	3.1	778	54
1396	6.8	45	36	80	3.4	6830	77
1397	7.1	9	9	100	0	0	0
1398	4.1	26	3	11	3	2942	52
1399	6.7	47	38	80	3.2	4558	58
1401	5.8	26	13	50	3.4	1916	64
1404	6.7	26	17	65	3.2	471	49
1405	6.2	51	36	70	3	19512	61
1406	7.7	27	25	92	3.9	747	85
1407	7	53	43	81	3.2	50339	70
1408	8	32	31	96	3.6	34073	84
1409	7.6	192	173	90	3.6	123924	72
1410	4.2	25	6	24	3.2	1029	59
1411	8.2	54	51	94	3.8	5816	86
1412	6.3	15	10	66	4	520	86
1413	6.9	15	12	80	3.6	707	73
1414	7	88	68	77	3.4	862	61
1415	7	11	9	81	3.4	257	64
1416	6.5	31	19	61	3.1	8855	65
1417	5.5	28	12	42	3.2	2438	50
1419	8.1	26	24	92	3.9	1862	86
1420	0	0	0	0	0	0	0
1421	0	0	0	0	0	0	0
1422	5	30	10	33	2.9	4012	48
1423	0	0	0	0	0	0	0
1425	5.6	31	17	54	3.1	3023	56
1426	4.4	7	3	42	2.9	1549	47
1427	3.2	18	3	16	2.5	718	23
1428	\N	\N	\N	\N	\N	\N	\N
1429	6	21	11	52	3	4216	55
1430	4.7	155	47	30	3.6	101467	82
1431	3.2	28	4	14	2.8	13679	54
1432	4	33	5	15	2.6	2757	31
1433	4.8	146	41	28	2.7	10389	45
1434	5	146	65	44	3.1	55773	48
1437	0	0	0	0	0	0	0
1438	4.9	25	7	28	2.7	20021	45
1439	2.5	14	2	14	2.6	586	32
1440	4	23	5	21	2.7	1624	36
1441	5.7	30	22	73	3.6	28905	85
1442	6.4	26	16	61	3.7	1530	79
1444	6.9	9	7	77	3.5	310	69
1445	2.2	29	1	3	2.6	1386	36
1446	7.8	22	21	95	4.2	2011	91
1447	6.8	31	27	87	3.6	2054	79
1449	7.7	53	48	90	3.9	8495	90
1450	7.2	23	20	86	3.9	356	85
1453	4.6	18	3	16	2.4	2687	43
1454	6.3	21	13	61	3.3	1247	66
1455	5.1	8	2	25	3.7	121	67
1456	2.3	23	2	8	2.7	4963	63
1457	4.8	27	9	33	3	9687	61
1458	4.7	17	5	29	2.9	494	36
1459	5.5	41	19	46	3.2	6094	52
1460	3.8	14	1	7	2.5	2029	30
1461	3.8	28	4	14	3	7915	55
1463	5	15	6	40	3	901	57
1464	6.2	39	23	58	3.9	17451	87
1465	7.1	47	40	85	3.7	1445	82
1466	7.8	54	47	87	3.7	40329	85
1468	4.2	12	3	25	2.8	3264	56
1471	6.7	5	4	80	3.3	79	64
1472	5.2	13	6	46	2.9	791	31
1473	8	208	193	92	3.7	127695	81
1474	4	39	7	17	2.7	9218	44
1475	5	18	7	38	3.5	1793	72
1476	0	0	0	0	0	0	0
1477	6.4	15	10	66	4.2	4854	96
1479	4.6	44	13	29	3.1	11647	62
1480	6	32	17	53	3.3	1224	59
1482	0	0	0	0	0	0	0
1483	7.1	197	148	75	4	98746	89
1484	6.4	22	16	72	3.5	621	67
1485	6.9	51	42	82	3.4	93496	72
1486	0	4	3	75	0	0	0
1487	6	38	24	63	3.2	17729	76
1488	5.3	34	10	29	3	7624	46
1489	6.5	15	10	66	3.5	2510	72
1490	3	30	4	13	2.9	1372	57
1493	5.5	13	6	46	3.8	270	75
1495	3.8	17	3	17	2.7	1946	42
1496	7.4	7	7	100	0	0	0
1497	3.8	19	2	10	2.2	4157	31
1498	5.4	25	8	32	3.2	2432	54
1499	4.7	45	17	37	2.5	21526	32
1500	7.1	57	44	77	3.7	17815	85
1501	4.1	8	1	12	2.9	271	28
1502	0	0	0	0	0	0	0
1503	3.3	18	2	11	2.6	2533	34
1504	7.4	12	11	91	3.1	40	47
1507	6	20	10	50	3.6	918	75
1508	5.1	151	56	37	2.9	189828	65
1509	0	4	2	50	3	609	37
1510	0	4	4	100	2.9	289	44
1511	6.4	10	6	60	3.5	32	50
1513	6.2	49	34	69	2.8	12541	60
1514	6.4	13	8	61	3.5	585	67
1515	5	38	16	42	2.7	14505	43
1516	6.6	17	13	76	3.3	479	60
1517	0	0	0	0	0	0	0
1518	7.6	26	23	88	4	6254	88
1519	6.3	73	47	64	3.4	14630	61
1520	7.3	29	26	89	3.6	11440	83
1522	4	5	0	0	0	0	0
1523	4.5	14	5	35	3.1	880	51
1525	4	10	1	10	2.9	927	45
1526	4	31	6	19	2.5	2603	31
1527	6.3	53	38	71	3.7	84664	84
1528	5.2	7	1	14	3.6	31	64
